,MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION
89899,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,2.0,50.0,70.0,Unemployed,6.0,Clerical
92447,Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,1.0,30.0,39.0,Less Than Seven Years,3.0,Manager
70326,Married,Bachelor's Degree,Tenant,70000.0,6250.0,Female,1.0,44.0,9.0,More Than Seven Years,4.0,Manager
2356,Single,Bachelor's Degree,Owner,50000.0,6250.0,Male,0.0,46.0,9.0,Less Than One Year,4.0,Manager
28380,Divorced,Bachelor's Degree,Tenant,30000.0,2750.0,Female,3.0,64.0,15.0,Less Than Seven Years,4.0,Manager
83847,Married,Master's Degree,Tenant,30000.0,2150.0,Male,3.0,21.0,36.0,Less Than One Year,2.0,Farmer
99592,Married,Bachelor's Degree,Owner,40000.0,6250.0,Female,0.0,26.0,59.0,Less Than Four Years,3.0,Professional
52579,Married,Bachelor's Degree,Owner,30000.0,4250.0,Female,1.0,46.0,9.0,Less Than Seven Years,4.0,Manager
20022,Single,Primary School Grad,Family Home,25000.0,500.0,Male,3.0,31.0,19.0,More Than Seven Years,3.0,Army
31890,Married,Bachelor's Degree,Owner,90000.0,6250.0,Male,0.0,66.0,11.0,Less Than Four Years,7.0,Professional
26745,Married,Master's Degree,Tenant,35000.0,3750.0,Male,0.0,51.0,7.0,Less Than Four Years,4.0,Farmer
83186,Married,Bachelor's Degree,Tenant,45000.0,2150.0,Female,0.0,63.0,35.0,More Than Seven Years,7.0,Technician
79148,Married,Master's Degree,Tenant,40000.0,2750.0,Female,2.0,27.0,10.0,Less Than One Year,3.0,Clerical
1560,Divorced,Bachelor's Degree,Tenant,45000.0,5250.0,Male,1.0,44.0,92.0,Less Than Four Years,4.0,Professional
10326,Single,Bachelor's Degree,Owner,100000.0,5250.0,Female,2.0,26.0,5.0,More Than Seven Years,3.0,Professional
72715,Married,Primary School Grad,Tenant,25000.0,500.0,Male,1.0,50.0,11.0,Unemployed,2.0,Army
80885,Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,2.0,62.0,75.0,Less Than One Year,4.0,Manager
15313,Married,Bachelor's Degree,Owner,35000.0,5250.0,Female,2.0,39.0,13.0,Less Than One Year,3.0,Professional
36877,Married,Bachelor's Degree,Owner,10000.0,5250.0,Male,3.0,25.0,12.0,More Than Seven Years,2.0,Manager
95081,Married,Bachelor's Degree,Tenant,25000.0,2150.0,Male,3.0,38.0,23.0,Less Than One Year,4.0,Worker
21288,Married,Bachelor's Degree,Tenant,10000.0,6250.0,Male,3.0,40.0,7.0,Less Than One Year,4.0,Professional
56446,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,3.0,45.0,42.0,More Than Seven Years,7.0,Worker
33662,Married,Bachelor's Degree,Tenant,10000.0,4250.0,Female,2.0,36.0,29.0,Unemployed,7.0,Professional
74137,Married,Bachelor's Degree,Tenant,60000.0,2150.0,Male,3.0,54.0,21.0,More Than Seven Years,4.0,Technician
81941,Married,Bachelor's Degree,Tenant,50000.0,2750.0,Male,3.0,38.0,3.0,More Than Seven Years,5.0,Army
27961,Single,Bachelor's Degree,Owner,35000.0,5250.0,Female,2.0,35.0,25.0,Less Than One Year,2.0,Manager
11653,Single,Master's Degree,Tenant,100000.0,2750.0,Male,1.0,26.0,81.0,Less Than Four Years,3.0,Professional
66435,Single,Bachelor's Degree,Owner,20000.0,6250.0,Male,3.0,64.0,3.0,Unemployed,6.0,Manager
98737,Married,Bachelor's Degree,Tenant,20000.0,6250.0,Male,2.0,27.0,15.0,Less Than Four Years,4.0,Manager
26630,Married,Bachelor's Degree,Tenant,105000.0,2750.0,Male,1.0,36.0,4.0,Less Than Four Years,4.0,Worker
24826,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,3.0,60.0,22.0,Less Than Seven Years,4.0,Farmer
61550,Single,Bachelor's Degree,Tenant,40000.0,2150.0,Male,3.0,45.0,38.0,Less Than One Year,7.0,Army
13629,Married,Master's Degree,Tenant,40000.0,2750.0,Female,0.0,59.0,56.0,Unemployed,2.0,Technician
25683,Married,Bachelor's Degree,Owner,40000.0,6250.0,Female,2.0,42.0,28.0,Less Than One Year,3.0,Professional
3389,Married,Bachelor's Degree,Owner,15000.0,6250.0,Male,2.0,45.0,3.0,More Than Seven Years,4.0,Professional
26289,Single,Master's Degree,Tenant,15000.0,2750.0,Male,0.0,42.0,24.0,Less Than Four Years,2.0,Farmer
90827,Married,Master's Degree,Tenant,45000.0,2150.0,Female,2.0,35.0,8.0,Less Than One Year,3.0,Technician
64881,Single,Master's Degree,Tenant,15000.0,2750.0,Female,2.0,31.0,4.0,Less Than Seven Years,2.0,Farmer
33320,Divorced,Bachelor's Degree,Owner,20000.0,5250.0,Female,0.0,45.0,8.0,Less Than Four Years,2.0,Professional
26015,Married,Bachelor's Degree,Tenant,105000.0,2750.0,Male,2.0,45.0,30.0,Less Than Four Years,4.0,Army
83976,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,3.0,59.0,31.0,Unemployed,6.0,Army
1925,Married,Primary School Grad,Tenant,20000.0,500.0,Male,0.0,65.0,9.0,More Than Seven Years,4.0,Manager
49786,Married,Bachelor's Degree,Tenant,45000.0,2750.0,Female,1.0,47.0,82.0,Less Than Seven Years,4.0,Worker
57660,Married,Bachelor's Degree,Tenant,20000.0,2150.0,Male,1.0,42.0,20.0,More Than Seven Years,4.0,Worker
71626,Married,Bachelor's Degree,Owner,30000.0,5250.0,Female,0.0,21.0,63.0,Less Than Four Years,4.0,Manager
51047,Single,Primary School Grad,Family Home,30000.0,500.0,Male,3.0,20.0,9.0,Less Than Seven Years,3.0,Manager
62768,Married,Bachelor's Degree,Tenant,35000.0,5250.0,Female,0.0,42.0,40.0,More Than Seven Years,4.0,Professional
25003,Married,Bachelor's Degree,Owner,15000.0,5250.0,Female,0.0,52.0,5.0,More Than Seven Years,3.0,Manager
9078,Single,Bachelor's Degree,Tenant,15000.0,4250.0,Male,3.0,30.0,22.0,Less Than One Year,4.0,Manager
65641,Married,Master's Degree,Tenant,25000.0,2150.0,Female,3.0,66.0,31.0,Less Than Seven Years,3.0,Professional
68577,Married,Bachelor's Degree,Tenant,65000.0,2150.0,Female,3.0,32.0,16.0,Less Than Four Years,5.0,Manager
81905,Married,Master's Degree,Tenant,20000.0,2150.0,Female,0.0,57.0,38.0,Less Than Seven Years,3.0,Farmer
75897,Married,Doctorate Degree,Tenant,10000.0,3750.0,Female,3.0,20.0,76.0,More Than Seven Years,3.0,Professional
50861,Married,Primary School Grad,Tenant,10000.0,500.0,Female,3.0,56.0,11.0,Unemployed,4.0,Professional
23398,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,0.0,62.0,3.0,Unemployed,4.0,Clerical
81061,Married,Bachelor's Degree,Tenant,50000.0,6250.0,Female,3.0,41.0,5.0,Unemployed,4.0,Professional
52326,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Male,0.0,70.0,20.0,More Than Seven Years,6.0,Professional
50069,Married,Primary School Grad,Tenant,65000.0,500.0,Female,2.0,67.0,38.0,Less Than Four Years,2.0,Manager
56985,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Male,3.0,52.0,1.0,Less Than Seven Years,6.0,Farmer
88652,Single,Master's Degree,Tenant,15000.0,2750.0,Male,1.0,51.0,15.0,Unemployed,3.0,Manager
83869,Single,Master's Degree,Tenant,15000.0,2750.0,Female,3.0,18.0,2.0,Less Than Four Years,2.0,Professional
45004,Married,Master's Degree,Tenant,30000.0,3750.0,Female,3.0,25.0,2.0,Less Than Four Years,4.0,Farmer
27424,Married,Doctorate Degree,Tenant,25000.0,3750.0,Female,2.0,24.0,7.0,Unemployed,2.0,Professional
6368,Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,3.0,46.0,14.0,Unemployed,7.0,Army
49153,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Male,3.0,65.0,31.0,Less Than One Year,5.0,Manager
63483,Single,Master's Degree,Tenant,35000.0,2750.0,Female,3.0,45.0,7.0,Less Than Four Years,3.0,Farmer
61681,Single,Master's Degree,Tenant,50000.0,3750.0,Female,2.0,71.0,23.0,Less Than One Year,4.0,Worker
22431,Single,Bachelor's Degree,Tenant,95000.0,2150.0,Male,0.0,27.0,9.0,Unemployed,4.0,Technician
74663,Married,Master's Degree,Tenant,40000.0,2750.0,Male,3.0,29.0,9.0,Less Than One Year,2.0,Professional
74441,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,1.0,27.0,1.0,More Than Seven Years,7.0,Technician
35488,Single,Bachelor's Degree,Tenant,35000.0,2750.0,Male,2.0,39.0,47.0,More Than Seven Years,4.0,Clerical
48787,Single,Master's Degree,Tenant,30000.0,2150.0,Female,0.0,45.0,15.0,Less Than One Year,2.0,Technician
96347,Single,Master's Degree,Tenant,85000.0,2750.0,Male,3.0,60.0,8.0,Unemployed,2.0,Worker
95317,Married,Bachelor's Degree,Owner,15000.0,4250.0,Male,0.0,67.0,11.0,Less Than Four Years,3.0,Manager
74319,Married,Master's Degree,Tenant,60000.0,3750.0,Female,2.0,68.0,6.0,Unemployed,4.0,Army
38559,Single,Primary School Grad,Family Home,15000.0,500.0,Male,1.0,20.0,54.0,Less Than Seven Years,2.0,Worker
52269,Single,Master's Degree,Tenant,15000.0,2750.0,Male,2.0,43.0,2.0,More Than Seven Years,3.0,Farmer
39499,Married,Master's Degree,Tenant,20000.0,2750.0,Female,1.0,37.0,32.0,More Than Seven Years,3.0,Worker
43408,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Female,1.0,38.0,7.0,Less Than Four Years,7.0,Technician
75304,Married,Bachelor's Degree,Owner,75000.0,5250.0,Male,0.0,69.0,5.0,Less Than Four Years,4.0,Manager
46167,Married,Primary School Grad,Family Home,15000.0,500.0,Male,1.0,23.0,11.0,Less Than Four Years,3.0,Clerical
69298,Divorced,Master's Degree,Tenant,20000.0,3750.0,Female,3.0,23.0,15.0,More Than Seven Years,4.0,Clerical
32981,Married,Master's Degree,Tenant,20000.0,2750.0,Female,0.0,27.0,10.0,Less Than Seven Years,3.0,Manager
49930,Married,Primary School Grad,Family Home,10000.0,500.0,Male,1.0,32.0,88.0,Unemployed,6.0,Worker
30087,Married,Bachelor's Degree,Owner,20000.0,6250.0,Male,2.0,66.0,11.0,Less Than Seven Years,4.0,Professional
52648,Married,Bachelor's Degree,Tenant,60000.0,2750.0,Female,3.0,23.0,1.0,Less Than Seven Years,4.0,Worker
98514,Single,Primary School Grad,Tenant,35000.0,500.0,Female,0.0,58.0,15.0,More Than Seven Years,4.0,Worker
51195,Single,Bachelor's Degree,Tenant,30000.0,2750.0,Female,0.0,45.0,69.0,Unemployed,4.0,Farmer
64288,Single,Doctorate Degree,Tenant,45000.0,3750.0,Male,1.0,44.0,8.0,Less Than One Year,3.0,Professional
41688,Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,1.0,53.0,65.0,Less Than Seven Years,5.0,Manager
21804,Married,Bachelor's Degree,Tenant,85000.0,2750.0,Female,3.0,36.0,2.0,More Than Seven Years,7.0,Manager
6154,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Male,3.0,68.0,9.0,Unemployed,4.0,Clerical
26143,Married,Bachelor's Degree,Tenant,40000.0,4250.0,Female,2.0,42.0,81.0,Less Than One Year,6.0,Professional
62046,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,0.0,65.0,5.0,Less Than Four Years,7.0,Farmer
83309,Married,Bachelor's Degree,Tenant,35000.0,6250.0,Female,2.0,30.0,9.0,More Than Seven Years,4.0,Professional
29009,Married,Master's Degree,Tenant,10000.0,3750.0,Female,0.0,23.0,72.0,Less Than Seven Years,4.0,Professional
30015,Married,Master's Degree,Tenant,35000.0,2150.0,Male,2.0,23.0,15.0,Less Than Four Years,3.0,Army
26589,Married,Master's Degree,Tenant,20000.0,2750.0,Male,1.0,63.0,32.0,Less Than Seven Years,3.0,Technician
60112,Married,Master's Degree,Tenant,15000.0,2750.0,Male,3.0,40.0,10.0,Less Than Seven Years,2.0,Army
85708,Married,Master's Degree,Tenant,35000.0,2150.0,Female,0.0,18.0,17.0,Unemployed,3.0,Army
29759,Married,Bachelor's Degree,Tenant,55000.0,2150.0,Male,2.0,43.0,2.0,More Than Seven Years,4.0,Clerical
82503,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Male,0.0,19.0,16.0,Less Than Four Years,6.0,Worker
54615,Married,Primary School Grad,Family Home,30000.0,500.0,Female,2.0,42.0,70.0,Less Than Four Years,3.0,Army
49268,Single,Bachelor's Degree,Tenant,30000.0,5250.0,Male,2.0,35.0,76.0,More Than Seven Years,6.0,Manager
5109,Single,Primary School Grad,Tenant,90000.0,500.0,Female,3.0,58.0,8.0,Unemployed,4.0,Technician
74744,Married,Master's Degree,Tenant,15000.0,2750.0,Male,0.0,52.0,5.0,More Than Seven Years,2.0,Technician
65455,Married,Primary School Grad,Family Home,15000.0,500.0,Male,2.0,31.0,32.0,Less Than Four Years,4.0,Technician
8712,Divorced,Bachelor's Degree,Tenant,30000.0,2750.0,Male,0.0,41.0,12.0,Less Than Seven Years,4.0,Manager
34531,Single,Master's Degree,Tenant,20000.0,2150.0,Male,3.0,57.0,4.0,Less Than One Year,2.0,Manager
51027,Single,Master's Degree,Tenant,45000.0,2750.0,Male,3.0,27.0,12.0,Less Than Four Years,2.0,Manager
79083,Married,Bachelor's Degree,Owner,30000.0,4250.0,Female,0.0,46.0,93.0,Less Than Four Years,4.0,Manager
28541,Single,Bachelor's Degree,Tenant,90000.0,5250.0,Male,1.0,37.0,7.0,Less Than One Year,4.0,Professional
11536,Married,Bachelor's Degree,Tenant,15000.0,2150.0,Male,0.0,38.0,7.0,Unemployed,4.0,Technician
47837,Married,Doctorate Degree,Owner,50000.0,3750.0,Female,1.0,60.0,44.0,Less Than Seven Years,2.0,Professional
68760,Divorced,Bachelor's Degree,Tenant,10000.0,2750.0,Female,2.0,71.0,15.0,Less Than One Year,5.0,Technician
526,Married,Bachelor's Degree,Owner,20000.0,6250.0,Female,0.0,27.0,43.0,Less Than One Year,3.0,Professional
15251,Divorced,Master's Degree,Tenant,20000.0,3750.0,Male,0.0,28.0,13.0,More Than Seven Years,6.0,Farmer
52098,Married,Primary School Grad,Family Home,25000.0,500.0,Male,2.0,20.0,5.0,More Than Seven Years,6.0,Professional
53625,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,1.0,52.0,15.0,Less Than Seven Years,4.0,Manager
44859,Married,Bachelor's Degree,Owner,40000.0,4250.0,Male,0.0,68.0,22.0,Less Than Four Years,2.0,Manager
5655,Divorced,Bachelor's Degree,Tenant,25000.0,2750.0,Male,2.0,48.0,11.0,Less Than Four Years,7.0,Technician
38827,Married,Doctorate Degree,Tenant,15000.0,3750.0,Female,1.0,22.0,2.0,Less Than One Year,2.0,Manager
82879,Married,Master's Degree,Tenant,40000.0,2750.0,Female,3.0,28.0,15.0,More Than Seven Years,2.0,Army
61788,Single,Bachelor's Degree,Tenant,45000.0,2150.0,Male,1.0,61.0,44.0,Less Than One Year,7.0,Technician
39110,Single,Master's Degree,Tenant,45000.0,2750.0,Male,3.0,63.0,29.0,Less Than One Year,3.0,Clerical
30707,Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,0.0,18.0,26.0,More Than Seven Years,4.0,Professional
85553,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,3.0,43.0,5.0,Less Than Four Years,6.0,Army
82970,Single,Master's Degree,Tenant,15000.0,3750.0,Female,2.0,30.0,29.0,Less Than One Year,4.0,Manager
74318,Single,Bachelor's Degree,Tenant,15000.0,2750.0,Female,1.0,58.0,8.0,More Than Seven Years,5.0,Clerical
8711,Single,Bachelor's Degree,Tenant,45000.0,4250.0,Female,3.0,18.0,23.0,More Than Seven Years,2.0,Manager
68916,Married,Bachelor's Degree,Tenant,35000.0,2150.0,Male,3.0,67.0,4.0,Less Than One Year,4.0,Professional
36444,Single,Primary School Grad,Family Home,10000.0,500.0,Male,3.0,30.0,18.0,More Than Seven Years,7.0,Professional
5776,Married,Master's Degree,Tenant,35000.0,2750.0,Female,0.0,20.0,2.0,Less Than Seven Years,3.0,Professional
39341,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,3.0,43.0,6.0,Unemployed,4.0,Manager
21563,Divorced,Bachelor's Degree,Tenant,55000.0,5250.0,Male,3.0,32.0,9.0,Less Than Seven Years,4.0,Manager
85530,Married,Bachelor's Degree,Owner,20000.0,5250.0,Male,0.0,69.0,4.0,Unemployed,3.0,Manager
18639,Single,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,42.0,4.0,Less Than Four Years,4.0,Technician
23019,Single,Master's Degree,Tenant,25000.0,2750.0,Male,2.0,54.0,69.0,Less Than One Year,2.0,Army
38158,Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,0.0,18.0,3.0,Less Than Seven Years,7.0,Technician
26385,Single,Bachelor's Degree,Owner,20000.0,5250.0,Male,1.0,45.0,3.0,Less Than Seven Years,7.0,Manager
82711,Married,Bachelor's Degree,Owner,10000.0,5250.0,Female,3.0,31.0,11.0,More Than Seven Years,2.0,Manager
84976,Married,Bachelor's Degree,Tenant,100000.0,2750.0,Male,0.0,65.0,9.0,Unemployed,6.0,Farmer
26431,Single,Bachelor's Degree,Owner,45000.0,6250.0,Male,2.0,62.0,8.0,Unemployed,4.0,Manager
48290,Single,Bachelor's Degree,Owner,45000.0,6250.0,Female,1.0,65.0,12.0,Less Than Four Years,4.0,Manager
1980,Married,Master's Degree,Tenant,30000.0,2750.0,Male,3.0,26.0,26.0,More Than Seven Years,3.0,Professional
76961,Married,Bachelor's Degree,Owner,30000.0,4250.0,Female,0.0,66.0,16.0,Less Than One Year,4.0,Professional
19982,Married,Master's Degree,Tenant,40000.0,2750.0,Female,1.0,27.0,12.0,Less Than Seven Years,3.0,Professional
12857,Married,Bachelor's Degree,Tenant,105000.0,2150.0,Female,0.0,39.0,3.0,Less Than Four Years,7.0,Farmer
7424,Single,Doctorate Degree,Tenant,15000.0,3750.0,Female,2.0,29.0,2.0,Less Than Four Years,4.0,Manager
5626,Single,Bachelor's Degree,Owner,10000.0,4250.0,Male,0.0,69.0,4.0,Less Than Seven Years,4.0,Manager
32196,Married,Master's Degree,Tenant,30000.0,2750.0,Male,0.0,21.0,3.0,Less Than One Year,2.0,Farmer
63416,Divorced,Bachelor's Degree,Tenant,35000.0,2150.0,Male,0.0,62.0,5.0,Less Than Seven Years,6.0,Professional
48901,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,1.0,30.0,33.0,More Than Seven Years,4.0,Farmer
53331,Single,Primary School Grad,Family Home,10000.0,500.0,Female,2.0,25.0,3.0,Less Than Four Years,5.0,Worker
28602,Married,Primary School Grad,Family Home,35000.0,500.0,Female,3.0,22.0,4.0,Less Than Four Years,3.0,Army
81871,Single,Bachelor's Degree,Tenant,15000.0,2750.0,Male,1.0,35.0,10.0,Less Than Four Years,5.0,Clerical
39214,Married,Master's Degree,Tenant,15000.0,2150.0,Female,2.0,61.0,2.0,Less Than Four Years,3.0,Farmer
53268,Married,Master's Degree,Tenant,50000.0,3750.0,Male,0.0,66.0,7.0,More Than Seven Years,5.0,Manager
33756,Married,Bachelor's Degree,Owner,40000.0,5250.0,Male,1.0,21.0,1.0,Unemployed,4.0,Professional
97883,Married,Bachelor's Degree,Tenant,20000.0,4250.0,Female,2.0,39.0,51.0,Less Than One Year,4.0,Manager
93623,Married,Primary School Grad,Family Home,40000.0,500.0,Male,1.0,19.0,5.0,More Than Seven Years,5.0,Professional
44413,Married,Master's Degree,Tenant,20000.0,2750.0,Female,1.0,66.0,16.0,Less Than One Year,4.0,Manager
52930,Married,Bachelor's Degree,Owner,40000.0,4250.0,Male,0.0,63.0,12.0,Unemployed,2.0,Professional
22042,Married,Master's Degree,Tenant,50000.0,2150.0,Male,3.0,64.0,34.0,Less Than Seven Years,3.0,Manager
77258,Married,Primary School Grad,Family Home,105000.0,500.0,Female,2.0,44.0,25.0,Less Than Four Years,4.0,Technician
3093,Divorced,Bachelor's Degree,Tenant,55000.0,4250.0,Male,3.0,18.0,49.0,Unemployed,6.0,Manager
52307,Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,3.0,45.0,39.0,Less Than Four Years,6.0,Worker
78797,Married,Bachelor's Degree,Owner,35000.0,6250.0,Male,1.0,18.0,4.0,More Than Seven Years,6.0,Professional
60545,Single,Master's Degree,Tenant,20000.0,3750.0,Male,2.0,70.0,5.0,More Than Seven Years,4.0,Technician
50975,Married,Master's Degree,Tenant,25000.0,2150.0,Male,1.0,63.0,19.0,Unemployed,3.0,Clerical
23411,Divorced,Master's Degree,Tenant,25000.0,3750.0,Male,1.0,46.0,3.0,Less Than Seven Years,7.0,Clerical
17482,Single,Primary School Grad,Family Home,25000.0,500.0,Male,1.0,22.0,6.0,Less Than One Year,4.0,Farmer
75932,Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,3.0,63.0,12.0,Unemployed,4.0,Clerical
41846,Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,3.0,26.0,69.0,Less Than One Year,7.0,Professional
68878,Single,Bachelor's Degree,Tenant,15000.0,2150.0,Female,1.0,18.0,1.0,Less Than One Year,7.0,Army
81958,Divorced,Master's Degree,Tenant,45000.0,2150.0,Male,2.0,43.0,24.0,Unemployed,3.0,Manager
97768,Single,Bachelor's Degree,Owner,20000.0,5250.0,Male,2.0,21.0,13.0,Less Than Seven Years,7.0,Manager
6540,Married,Master's Degree,Tenant,10000.0,3750.0,Male,2.0,28.0,36.0,More Than Seven Years,7.0,Technician
89186,Married,Bachelor's Degree,Owner,75000.0,4250.0,Male,3.0,63.0,36.0,Less Than One Year,5.0,Professional
14288,Married,Master's Degree,Tenant,20000.0,2750.0,Female,0.0,18.0,28.0,Less Than One Year,3.0,Technician
13025,Divorced,Bachelor's Degree,Tenant,15000.0,2150.0,Male,0.0,48.0,7.0,Less Than Four Years,4.0,Professional
26029,Married,Doctorate Degree,Tenant,100000.0,3750.0,Female,3.0,23.0,37.0,Less Than Four Years,3.0,Manager
11745,Married,Bachelor's Degree,Owner,35000.0,6250.0,Female,2.0,54.0,5.0,Less Than Four Years,2.0,Professional
44569,Single,Bachelor's Degree,Tenant,10000.0,2150.0,Male,3.0,30.0,19.0,Less Than Seven Years,4.0,Technician
96214,Married,Bachelor's Degree,Owner,10000.0,5250.0,Female,0.0,67.0,7.0,More Than Seven Years,4.0,Professional
29241,Single,Bachelor's Degree,Owner,105000.0,5250.0,Male,1.0,60.0,15.0,Less Than One Year,4.0,Manager
27082,Divorced,Doctorate Degree,Owner,85000.0,3750.0,Male,3.0,50.0,3.0,Unemployed,3.0,Professional
93106,Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,3.0,71.0,26.0,More Than Seven Years,4.0,Technician
31598,Married,Bachelor's Degree,Owner,40000.0,5250.0,Female,1.0,43.0,26.0,Less Than Seven Years,3.0,Manager
7813,Single,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,50.0,17.0,Less Than One Year,2.0,Manager
99672,Married,Bachelor's Degree,Owner,10000.0,5250.0,Female,0.0,70.0,5.0,Less Than Four Years,2.0,Manager
57372,Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,2.0,21.0,6.0,Less Than One Year,4.0,Farmer
87046,Married,Bachelor's Degree,Owner,85000.0,5250.0,Female,2.0,48.0,54.0,Less Than Four Years,6.0,Manager
27083,Single,Bachelor's Degree,Owner,105000.0,5250.0,Female,0.0,21.0,22.0,Less Than Seven Years,3.0,Professional
21427,Single,Primary School Grad,Family Home,40000.0,500.0,Female,1.0,27.0,8.0,Less Than Four Years,3.0,Worker
87266,Married,Primary School Grad,Family Home,40000.0,500.0,Male,3.0,21.0,2.0,Less Than One Year,5.0,Technician
90874,Single,Bachelor's Degree,Tenant,10000.0,2750.0,Female,2.0,37.0,29.0,Less Than One Year,6.0,Professional
77475,Single,Bachelor's Degree,Tenant,45000.0,2150.0,Female,1.0,21.0,37.0,More Than Seven Years,4.0,Farmer
21195,Single,Bachelor's Degree,Tenant,30000.0,2750.0,Female,0.0,26.0,2.0,Less Than Four Years,4.0,Worker
24860,Married,Bachelor's Degree,Owner,15000.0,5250.0,Male,1.0,51.0,16.0,Less Than Four Years,2.0,Manager
37567,Single,Doctorate Degree,Tenant,15000.0,3750.0,Male,3.0,20.0,7.0,Unemployed,2.0,Manager
